Date,Year,Site_Code,Orchard_Block,Treatment,Section,Distance,Round,Hemiptera,Neuroptera,Coleoptera,Syrphidae,Parasitoids,Araneae,Opiliones,Anystidae,Total_NE,Anthocoridae,Nabidae,Chrysopidae,Hemerobiidae,Carabidae,Coccinellidae,Staphylinidae,Syrphidae,Parasitoid,Araneidae,Dictynidae,Clubionidae,Linyphiidae,Philodromidae,Salticidae,Tetragnathidae,Theridiidae,Thomisidae,Leiobunidae,Phalangiidae,Anystidae,Family_richness,Shannon
7/8/2017,Year_1,Site_5,Orchard_Block_9,SWS,1,10,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22/08/2017,Year_1,Site_5,Orchard_Block_9,SWS,1,10,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/9/2017,Year_1,Site_5,Orchard_Block_9,SWS,1,10,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20/09/2017,Year_1,Site_5,Orchard_Block_9,SWS,1,10,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2/10/2017,Year_1,Site_5,Orchard_Block_9,SWS,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,2,3,0,0,0,0,0,0,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.636514168
13/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/7/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
22/07/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/08/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,8,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
4/9/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/09/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,10,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0.450561209
2/10/2017,Year_1,Site_5,Orchard_Block_9,SWS,2,29,11,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
17/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
30/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,3,1,0,0,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.950270539
26/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
4/7/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.693147181
22/07/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,7,1,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1.039720771
22/08/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4/9/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,9,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/09/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,10,1,1,0,0,1,1,2,0,6,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,1.560710409
2/10/2017,Year_1,Site_5,Orchard_Block_9,SWS,3,48,11,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.693147181
17/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/05/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,2,0,0,0,0,1,1,0,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0.867563228
13/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/06/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,4,0,0,0,0,1,0,0,13,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,0.257318641
4/7/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,5,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0.562335145
22/07/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,7,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0.636514168
22/08/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
4/9/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,9,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/09/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2017,Year_1,Site_5,Orchard_Block_9,SWS,4,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0.693147181
13/09/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,5,0,1,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.562335145
2/10/2018,Year_2,Site_1,Orchard_Block_1,CS,1,10,6,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0.500402424
2/6/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
2/10/2018,Year_2,Site_1,Orchard_Block_1,CS,2,29,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,CS,3,48,6,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1.039720771
2/6/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,CS,4,67,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,AMWS,1,10,6,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,4,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1.098612289
13/09/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,AMWS,2,29,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
2/6/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,2,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0.636514168
19/07/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
13/09/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,5,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,3,1.011404265
2/10/2018,Year_2,Site_1,Orchard_Block_1,AMWS,3,48,6,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.693147181
19/07/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,5,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0.562335145
2/10/2018,Year_2,Site_1,Orchard_Block_1,AMWS,4,67,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,SWS,1,10,6,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0.562335145
2/6/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.636514168
19/06/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,2,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.562335145
19/07/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
2/10/2018,Year_2,Site_1,Orchard_Block_1,SWS,2,29,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.693147181
19/07/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2/10/2018,Year_2,Site_1,Orchard_Block_1,SWS,3,48,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0.693147181
2/6/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.693147181
19/07/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,5,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.562335145
2/10/2018,Year_2,Site_1,Orchard_Block_1,SWS,4,67,6,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
2/6/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
19/07/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,3,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
15/08/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1.098612289
13/09/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,5,1,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.562335145
2/10/2018,Year_2,Site_1,Orchard_Block_2,CS,1,10,6,2,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1.039720771
2/6/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,2,0,0,0,0,3,1,1,1,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,4,1.242453325
19/07/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,3,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1.098612289
15/08/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,4,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
13/09/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,5,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0.562335145
2/10/2018,Year_2,Site_1,Orchard_Block_2,CS,2,29,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
2/6/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
19/07/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
15/08/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,4,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1.098612289
13/09/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
2/10/2018,Year_2,Site_1,Orchard_Block_2,CS,3,48,6,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.562335145
2/6/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
19/06/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,2,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1.039720771
19/07/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13/09/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
2/10/2018,Year_2,Site_1,Orchard_Block_2,CS,4,67,6,2,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.693147181
