Date,Year,Site_Code,Orchard_Block,Treatment,Section,Distance,Round,Hemiptera,Neuroptera,Coleoptera,Syrphidae,Parasitoids,Araneae,Opiliones,Total_NE,Anthocoridae,Nabidae,Chrysopidae,Hemerobiidae,Carabidae,Coccinellidae,Staphylinidae,Syrphidae,Parasitoid,Araneidae,Clubionidae,Linyphiidae,Lycosidae,Tetragnathidae,Theridiidae,Thomisidae,Leiobunidae,Phalangiidae,Family_richness,Shannon
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,1,10,2,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,3,1.039720771
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,1,10,3,0,1,0,1,0,2,0,4,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,1.039720771
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,1,10,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,1,10,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,2,29,2,0,0,0,1,3,5,0,9,0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,3,0.936888308
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,2,29,3,0,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.636514168
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,2,29,4,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1.098612289
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,2,29,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,3,48,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.693147181
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,3,48,2,0,0,1,0,1,7,0,9,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,0,0,0,4,1.002718265
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,3,48,3,0,0,1,0,0,6,0,7,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0.410116318
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,3,48,4,0,0,2,0,1,6,0,9,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,3,0.848685558
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,4,67,1,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0.500402424
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,4,67,2,0,0,0,0,8,5,0,13,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,2,0.666278442
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,4,67,3,0,0,2,0,3,1,0,6,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,3,1.011404265
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,4,67,4,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0.693147181
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,AMWS,4,67,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,1,10,2,0,0,2,0,1,1,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,1.039720771
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,1,10,3,2,0,1,0,1,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1.386294361
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,1,10,4,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0.500402424
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,1,10,5,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,1.098612289
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,2,29,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0.636514168
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,2,29,2,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0.500402424
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,2,29,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,2,29,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,2,29,5,1,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1.098612289
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,3,48,2,0,0,1,0,3,3,0,7,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,3,1.004242473
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,3,48,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0.636514168
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,3,48,4,0,0,1,0,2,3,0,6,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,3,1.011404265
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,CS,3,48,5,1,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0.562335145
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,1,10,2,1,0,1,0,1,1,0,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1.386294361
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,1,10,3,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.693147181
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,1,10,4,1,0,3,0,1,0,0,5,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1.33217904
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,1,10,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,2,29,2,0,0,1,0,2,1,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1.039720771
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,2,29,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,2,29,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,2,29,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,3,48,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,3,48,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,3,48,4,0,0,2,0,3,4,0,9,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,0,0,0,3,1.060856947
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,SWS,3,48,5,1,0,1,0,2,4,0,8,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,4,1.213007566
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,1,10,1,0,0,3,0,1,0,0,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1.039720771
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,1,10,2,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0.673011667
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,1,10,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,1,10,4,1,0,0,0,6,3,0,10,1,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,4,1.088899975
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,1,10,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,2,29,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.693147181
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,2,29,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,2,29,4,0,0,2,0,3,8,0,13,0,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0.925129084
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,3,48,1,0,0,2,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1.098612289
3/8/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,3,48,2,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.693147181
17/08/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,3,48,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.693147181
2/9/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,3,48,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_6,AMWS,3,48,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,1,10,4,1,0,0,0,1,3,0,5,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0.950270539
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,1,10,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,2,29,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,2,29,2,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0.693147181
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,2,29,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,2,29,4,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0.562335145
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,2,29,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,3,48,2,0,0,2,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0.636514168
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,3,48,4,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0.562335145
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,3,48,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,4,67,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,4,67,2,0,0,1,0,2,1,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,1.039720771
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,4,67,4,0,0,2,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0.636514168
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,CS,4,67,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,1,10,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.693147181
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,1,10,2,0,0,5,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.673011667
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,1,10,5,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,2,29,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,2,29,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,2,29,3,0,0,1,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0.950270539
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,2,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,2,29,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,3,48,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,3,48,4,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,4,67,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0.636514168
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,4,67,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,4,67,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,SWS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,1,10,4,1,0,2,0,0,1,0,4,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1.039720771
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,2,29,3,0,0,3,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,2,29,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,2,29,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,3,48,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,3,48,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,3,48,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_7,AMWS,3,48,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,1,10,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,1,10,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,1,10,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,1,10,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,1,10,5,0,0,3,0,1,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0.562335145
12/7/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,2,29,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,2,29,2,0,0,1,0,1,4,0,6,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,3,0.867563228
15/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,2,29,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
30/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,2,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,2,29,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,3,48,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1/8/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,3,48,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,3,48,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,4,67,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0.636514168
1/8/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,4,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/08/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,4,67,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
12/9/2017,Year_1,Site_Code_4,Orchard_Block_8,CS,4,67,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
